#grain	nu/um	abs+scat*(1-g)	abs	scat*(1-g)	scat	scat*(1-g)/[abs+scat*(1-g)]
1.40917e+07	2.56e-35	2.56e-35	8.60e-51	8.60e-51	3.36e-16
1.40448e+07	2.58e-35	2.58e-35	8.71e-51	8.71e-51	3.38e-16
1.39981e+07	2.60e-35	2.60e-35	8.83e-51	8.83e-51	3.40e-16
1.39515e+07	2.61e-35	2.61e-35	8.95e-51	8.95e-51	3.42e-16
1.39051e+07	2.63e-35	2.63e-35	9.07e-51	9.07e-51	3.45e-16
1.38588e+07	2.65e-35	2.65e-35	9.19e-51	9.19e-51	3.47e-16
1.38127e+07	2.67e-35	2.67e-35	9.31e-51	9.31e-51	3.49e-16
1.37667e+07	2.69e-35	2.69e-35	9.44e-51	9.44e-51	3.51e-16
1.37209e+07	2.70e-35	2.70e-35	9.57e-51	9.57e-51	3.54e-16
1.36753e+07	2.72e-35	2.72e-35	9.69e-51	9.69e-51	3.56e-16
1.36298e+07	2.74e-35	2.74e-35	9.82e-51	9.83e-51	3.59e-16
1.35844e+07	2.76e-35	2.76e-35	9.96e-51	9.96e-51	3.61e-16
1.35392e+07	2.78e-35	2.78e-35	1.01e-50	1.01e-50	3.63e-16
1.34942e+07	2.80e-35	2.80e-35	1.02e-50	1.02e-50	3.66e-16
1.34493e+07	2.82e-35	2.82e-35	1.04e-50	1.04e-50	3.68e-16
1.34045e+07	2.83e-35	2.83e-35	1.05e-50	1.05e-50	3.71e-16
1.33599e+07	2.85e-35	2.85e-35	1.06e-50	1.06e-50	3.73e-16
1.33155e+07	2.87e-35	2.87e-35	1.08e-50	1.08e-50	3.75e-16
1.32712e+07	2.89e-35	2.89e-35	1.09e-50	1.09e-50	3.78e-16
1.32270e+07	2.91e-35	2.91e-35	1.11e-50	1.11e-50	3.80e-16
1.31830e+07	2.93e-35	2.93e-35	1.12e-50	1.12e-50	3.83e-16
1.31391e+07	2.95e-35	2.95e-35	1.14e-50	1.14e-50	3.86e-16
1.30954e+07	2.97e-35	2.97e-35	1.15e-50	1.15e-50	3.88e-16
1.30518e+07	2.99e-35	2.99e-35	1.17e-50	1.17e-50	3.91e-16
1.30084e+07	3.01e-35	3.01e-35	1.18e-50	1.18e-50	3.93e-16
1.29651e+07	3.03e-35	3.03e-35	1.20e-50	1.20e-50	3.96e-16
1.29220e+07	3.05e-35	3.05e-35	1.22e-50	1.22e-50	3.99e-16
1.28790e+07	3.07e-35	3.07e-35	1.23e-50	1.23e-50	4.01e-16
1.28361e+07	3.09e-35	3.09e-35	1.25e-50	1.25e-50	4.04e-16
1.27934e+07	3.11e-35	3.11e-35	1.27e-50	1.27e-50	4.06e-16
1.27508e+07	3.13e-35	3.13e-35	1.28e-50	1.28e-50	4.09e-16
1.27084e+07	3.16e-35	3.16e-35	1.30e-50	1.30e-50	4.12e-16
1.26661e+07	3.18e-35	3.18e-35	1.32e-50	1.32e-50	4.15e-16
1.26240e+07	3.20e-35	3.20e-35	1.34e-50	1.34e-50	4.17e-16
1.25820e+07	3.22e-35	3.22e-35	1.35e-50	1.35e-50	4.20e-16
1.25401e+07	3.24e-35	3.24e-35	1.37e-50	1.37e-50	4.23e-16
1.24984e+07	3.26e-35	3.26e-35	1.39e-50	1.39e-50	4.26e-16
1.24568e+07	3.29e-35	3.29e-35	1.41e-50	1.41e-50	4.29e-16
1.24153e+07	3.31e-35	3.31e-35	1.43e-50	1.43e-50	4.31e-16
1.23740e+07	3.33e-35	3.33e-35	1.45e-50	1.45e-50	4.34e-16
1.23329e+07	3.35e-35	3.35e-35	1.47e-50	1.47e-50	4.37e-16
1.22918e+07	3.38e-35	3.38e-35	1.49e-50	1.49e-50	4.40e-16
1.22509e+07	3.40e-35	3.40e-35	1.51e-50	1.51e-50	4.43e-16
1.22102e+07	3.42e-35	3.42e-35	1.53e-50	1.53e-50	4.46e-16
1.21695e+07	3.44e-35	3.44e-35	1.55e-50	1.55e-50	4.49e-16
1.21290e+07	3.47e-35	3.47e-35	1.57e-50	1.57e-50	4.52e-16
1.20887e+07	3.49e-35	3.49e-35	1.59e-50	1.59e-50	4.55e-16
1.20485e+07	3.51e-35	3.51e-35	1.61e-50	1.61e-50	4.58e-16
1.20084e+07	3.54e-35	3.54e-35	1.63e-50	1.63e-50	4.61e-16
1.19684e+07	3.56e-35	3.56e-35	1.65e-50	1.65e-50	4.64e-16
1.19286e+07	3.59e-35	3.59e-35	1.67e-50	1.67e-50	4.67e-16
1.18889e+07	3.61e-35	3.61e-35	1.70e-50	1.70e-50	4.70e-16
1.18493e+07	3.63e-35	3.63e-35	1.72e-50	1.72e-50	4.73e-16
1.18099e+07	3.66e-35	3.66e-35	1.74e-50	1.74e-50	4.76e-16
1.17706e+07	3.68e-35	3.68e-35	1.77e-50	1.77e-50	4.80e-16
1.17314e+07	3.71e-35	3.71e-35	1.79e-50	1.79e-50	4.83e-16
