energy[ev]	n     k
      2197.50      0.99985640   1.8127817e-05
      2197.60      0.99985641   1.8124807e-05
      2197.70      0.99985643   1.8121805e-05
      2197.80      0.99985644   1.8118625e-05
      2197.90      0.99985645   1.8115624e-05
      2198.00      0.99985647   1.8112615e-05
      2198.10      0.99985648   1.8109607e-05
      2198.20      0.99985649   1.8106607e-05
      2198.30      0.99985650   1.8103600e-05
      2198.40      0.99985652   1.8100601e-05
      2198.50      0.99985653   1.8097765e-05
      2198.60      0.99985654   1.8094589e-05
      2198.70      0.99985655   1.8091592e-05
      2198.80      0.99985657   1.8088587e-05
      2198.90      0.99985658   1.8085590e-05
      2199.00      0.99985659   1.8082756e-05
      2199.10      0.99985660   1.8079753e-05
      2199.20      0.99985662   1.8076588e-05
      2199.30      0.99985663   1.8073586e-05
      2199.40      0.99985664   1.8070760e-05
      2199.50      0.99985665   1.8067759e-05
      2199.60      0.99985667   1.8064758e-05
      2199.70      0.99985668   1.8061765e-05
      2199.80      0.99985669   1.8058765e-05
      2199.90      0.99985670   1.8055773e-05
      2200.00      0.99985672   1.8052774e-05
      2200.10      0.99985673   1.8049775e-05
      2200.20      0.99985674   1.8046615e-05
      2200.30      0.99985675   1.8043787e-05
      2200.40      0.99985677   1.8040797e-05
      2200.50      0.99985678   1.8037801e-05
      2200.60      0.99985679   1.8034804e-05
      2200.70      0.99985680   1.8031816e-05
      2200.80      0.99985682   1.8028821e-05
      2200.90      0.99985683   1.8025833e-05
      2201.00      0.99985684   1.8022839e-05
      2201.10      0.99985685   1.8019676e-05
      2201.20      0.99985687   1.8016690e-05
      2201.30      0.99985688   1.8013697e-05
      2201.40      0.99985689   1.8010712e-05
      2201.50      0.99985690   1.8007720e-05
      2201.60      0.99985692   1.8004728e-05
      2201.70      0.99985693   1.8001745e-05
      2201.80      0.99985694   1.7998754e-05
      2201.90      0.99985695   1.7995771e-05
      2202.00      0.99985697   1.7992782e-05
      2202.10      0.99985698   1.7989624e-05
      2202.20      0.99985699   1.7986811e-05
      2202.30      0.99985700   1.7983823e-05
      2202.40      0.99985702   1.7980674e-05
      2202.50      0.99985703   1.7977855e-05
      2202.60      0.99985704   1.7974868e-05
      2202.70      0.99985705   1.7971721e-05
      2202.80      0.99985707   1.7968904e-05
      2202.90      0.99985708   1.7965926e-05
      2203.00      0.99985709   1.7962772e-05
      2203.10      0.99985710   1.7959956e-05
      2203.20      0.99985712   1.7956811e-05
      2203.30      0.99985713   1.7953996e-05
      2203.40      0.99985714   1.7951020e-05
      2203.50      0.99985715   1.7948038e-05
      2203.60      0.99985717   1.7945055e-05
      2203.70      0.99985718   1.7942081e-05
      2203.80      0.99985719   1.7939100e-05
      2203.90      0.99985720   1.7936126e-05
      2204.00      0.99985721   1.7933315e-05
      2204.10      0.99985723   1.7930167e-05
      2204.20      0.99985724   1.7927363e-05
      2204.30      0.99985725   1.7924384e-05
      2204.40      0.99985726   1.7921413e-05
      2204.50      0.99985728   1.7918435e-05
      2204.60      0.99985729   1.7915458e-05
      2204.70      0.99985730   1.7912488e-05
      2204.80      0.99985731   1.7909511e-05
      2204.90      0.99985733   1.7906543e-05
      2205.00      0.99985734   1.7903567e-05
      2205.10      0.99985735   1.7900592e-05
      2205.20      0.99985736   1.7897793e-05
      2205.30      0.99985738   1.7894819e-05
      2205.40      0.99985739   1.7891852e-05
      2205.50      0.99985740   1.7888879e-05
      2205.60      0.99985741   1.7885906e-05
      2205.70      0.99985743   1.7882941e-05
      2205.80      0.99985744   1.7880138e-05
      2205.90      0.99985745   1.7877005e-05
      2206.00      0.99985746   1.7874203e-05
      2206.10      0.99985748   1.7871064e-05
      2206.20      0.99985749   1.7868269e-05
      2206.30      0.99985750   1.7865300e-05
      2206.40      0.99985751   1.7862338e-05
      2206.50      0.99985753   1.7859369e-05
      2206.60      0.99985754   1.7856401e-05
      2206.70      0.99985755   1.7853441e-05
      2206.80      0.99985756   1.7850473e-05
      2206.90      0.99985758   1.7847514e-05
      2207.00      0.99985759   1.7844716e-05
      2207.10      0.99985760   1.7841582e-05
      2207.20      0.99985761   1.7838792e-05
      2207.30      0.99985763   1.7835659e-05
      2207.40      0.99985764   1.7832869e-05
      2207.50      0.99985765   1.7829905e-05
      2207.60      0.99985766   1.7826942e-05
      2207.70      0.99985767   1.7823986e-05
      2207.80      0.99985769   1.7821023e-05
      2207.90      0.99985770   1.7818068e-05
      2208.00      0.99985771   1.7815107e-05
      2208.10      0.99985772   1.7812145e-05
      2208.20      0.99985774   1.7809192e-05
      2208.30      0.99985775   1.7806400e-05
      2208.40      0.99985776   1.7803279e-05
      2208.50      0.99985777   1.7800488e-05
      2208.60      0.99985779   1.7797529e-05
      2208.70      0.99985780   1.7794410e-05
      2208.80      0.99985781   1.7791619e-05
      2208.90      0.99985782   1.7788669e-05
      2209.00      0.99985784   1.7785712e-05
      2209.10      0.99985785   1.7782755e-05
      2209.20      0.99985786   1.7779806e-05
      2209.30      0.99985787   1.7776851e-05
      2209.40      0.99985789   1.7773903e-05
      2209.50      0.99985790   1.7771116e-05
      2209.60      0.99985791   1.7767994e-05
      2209.70      0.99985792   1.7765047e-05
      2209.80      0.99985793   1.7762261e-05
      2209.90      0.99985795   1.7759148e-05
      2210.00      0.99985796   1.7756195e-05
      2210.10      0.99985797   1.7753411e-05
      2210.20      0.99985798   1.7750467e-05
      2210.30      0.99985800   1.7747516e-05
      2210.40      0.99985801   1.7744572e-05
      2210.50      0.99985802   1.7741622e-05
      2210.60      0.99985803   1.7738672e-05
      2210.70      0.99985805   1.7735730e-05
      2210.80      0.99985806   1.7732782e-05
      2210.90      0.99985807   1.7729840e-05
      2211.00      0.99985808   1.7726893e-05
      2211.10      0.99985810   1.7723945e-05
      2211.20      0.99985811   1.7721005e-05
      2211.30      0.99985812   1.7718227e-05
      2211.40      0.99985813   1.7715288e-05
      2211.50      0.99985814   1.7712174e-05
      2211.60      0.99985816   1.7709230e-05
      2211.70      0.99985817   1.7706459e-05
      2211.80      0.99985818   1.7703515e-05
      2211.90      0.99985819   1.7700579e-05
      2212.00      0.99985821   1.7697635e-05
      2212.10      0.99985822   1.7694693e-05
      2212.20      0.99985823   1.7691757e-05
      2212.30      0.99985824   1.7688816e-05
      2212.40      0.99985826   1.7685881e-05
      2212.50      0.99985827   1.7682940e-05
      2212.60      0.99985828   1.7680000e-05
      2212.70      0.99985829   1.7677067e-05
      2212.80      0.99985831   1.7674127e-05
      2212.90      0.99985832   1.7671362e-05
      2213.00      0.99985833   1.7668257e-05
      2213.10      0.99985834   1.7665318e-05
      2213.20      0.99985835   1.7662388e-05
      2213.30      0.99985837   1.7659451e-05
      2213.40      0.99985838   1.7656688e-05
      2213.50      0.99985839   1.7653752e-05
      2213.60      0.99985840   1.7650816e-05
      2213.70      0.99985842   1.7647887e-05
      2213.80      0.99985843   1.7644952e-05
      2213.90      0.99985844   1.7642025e-05
      2214.00      0.99985845   1.7639091e-05
      2214.10      0.99985847   1.7636324e-05
      2214.20      0.99985848   1.7633398e-05
      2214.30      0.99985849   1.7630465e-05
      2214.40      0.99985850   1.7627540e-05
      2214.50      0.99985851   1.7624609e-05
      2214.60      0.99985853   1.7621677e-05
      2214.70      0.99985854   1.7618920e-05
      2214.80      0.99985855   1.7615990e-05
      2214.90      0.99985856   1.7613067e-05
      2215.00      0.99985858   1.7610137e-05
      2215.10      0.99985859   1.7607375e-05
      2215.20      0.99985860   1.7604454e-05
      2215.30      0.99985861   1.7601526e-05
      2215.40      0.99985863   1.7598605e-05
      2215.50      0.99985864   1.7595845e-05
      2215.60      0.99985865   1.7592918e-05
      2215.70      0.99985866   1.7589999e-05
      2215.80      0.99985867   1.7587073e-05
      2215.90      0.99985869   1.7584154e-05
      2216.00      0.99985870   1.7581229e-05
      2216.10      0.99985871   1.7578472e-05
      2216.20      0.99985872   1.7575555e-05
      2216.30      0.99985874   1.7572631e-05
      2216.40      0.99985875   1.7569715e-05
      2216.50      0.99985876   1.7566959e-05
      2216.60      0.99985877   1.7564037e-05
      2216.70      0.99985878   1.7561122e-05
      2216.80      0.99985880   1.7558200e-05
      2216.90      0.99985881   1.7555287e-05
      2217.00      0.99985882   1.7552366e-05
      2217.10      0.99985883   1.7549446e-05
      2217.20      0.99985885   1.7546533e-05
      2217.30      0.99985886   1.7543614e-05
      2217.40      0.99985887   1.7540703e-05
      2217.50      0.99985888   1.7537785e-05
      2217.60      0.99985890   1.7535033e-05
      2217.70      0.99985891   1.7532123e-05
      2217.80      0.99985892   1.7529206e-05
      2217.90      0.99985893   1.7526463e-05
      2218.00      0.99985894   1.7523381e-05
      2218.10      0.99985896   1.7520466e-05
      2218.20      0.99985897   1.7517558e-05
      2218.30      0.99985898   1.7514810e-05
      2218.40      0.99985899   1.7511902e-05
      2218.50      0.99985901   1.7508989e-05
      2218.60      0.99985902   1.7506242e-05
      2218.70      0.99985903   1.7503170e-05
      2218.80      0.99985904   1.7500258e-05
      2218.90      0.99985905   1.7497519e-05
      2219.00      0.99985907   1.7494608e-05
      2219.10      0.99985908   1.7491863e-05
      2219.20      0.99985909   1.7488793e-05
      2219.30      0.99985910   1.7486050e-05
      2219.40      0.99985912   1.7483147e-05
      2219.50      0.99985913   1.7480238e-05
      2219.60      0.99985914   1.7477329e-05
      2219.70      0.99985915   1.7474594e-05
      2219.80      0.99985916   1.7471686e-05
      2219.90      0.99985918   1.7468786e-05
      2220.00      0.99985919   1.7466045e-05
      2220.10      0.99985920   1.7463139e-05
      2220.20      0.99985921   1.7460240e-05
      2220.30      0.99985923   1.7457334e-05
      2220.40      0.99985924   1.7454602e-05
      2220.50      0.99985925   1.7451698e-05
      2220.60      0.99985926   1.7448794e-05
      2220.70      0.99985927   1.7446063e-05
      2220.80      0.99985929   1.7443159e-05
      2220.90      0.99985930   1.7440264e-05
      2221.00      0.99985931   1.7437527e-05
      2221.10      0.99985932   1.7434625e-05
      2221.20      0.99985934   1.7431731e-05
      2221.30      0.99985935   1.7428996e-05
      2221.40      0.99985936   1.7426102e-05
      2221.50      0.99985937   1.7423202e-05
      2221.60      0.99985938   1.7420302e-05
      2221.70      0.99985940   1.7417410e-05
      2221.80      0.99985941   1.7414511e-05
      2221.90      0.99985942   1.7411785e-05
      2222.00      0.99985943   1.7408887e-05
      2222.10      0.99985944   1.7405990e-05
      2222.20      0.99985946   1.7403100e-05
      2222.30      0.99985947   1.7400203e-05
      2222.40      0.99985948   1.7397314e-05
      2222.50      0.99985949   1.7394584e-05
      2222.60      0.99985951   1.7391689e-05
      2222.70      0.99985952   1.7388801e-05
      2222.80      0.99985953   1.7385907e-05
      2222.90      0.99985954   1.7383020e-05
      2223.00      0.99985955   1.7380126e-05
      2223.10      0.99985957   1.7377233e-05
      2223.20      0.99985958   1.7374348e-05
      2223.30      0.99985959   1.7371455e-05
      2223.40      0.99985960   1.7368571e-05
      2223.50      0.99985962   1.7365680e-05
      2223.60      0.99985963   1.7362789e-05
      2223.70      0.99985964   1.7359905e-05
      2223.80      0.99985965   1.7357016e-05
      2223.90      0.99985966   1.7354299e-05
      2224.00      0.99985968   1.7351244e-05
      2224.10      0.99985969   1.7348521e-05
      2224.20      0.99985970   1.7345640e-05
      2224.30      0.99985971   1.7342752e-05
      2224.40      0.99985972   1.7339872e-05
      2224.50      0.99985974   1.7336985e-05
      2224.60      0.99985975   1.7334099e-05
      2224.70      0.99985976   1.7331220e-05
      2224.80      0.99985977   1.7328500e-05
      2224.90      0.99985979   1.7325622e-05
      2225.00      0.99985980   1.7322738e-05
      2225.10      0.99985981   1.7319854e-05
      2225.20      0.99985982   1.7316977e-05
      2225.30      0.99985983   1.7314259e-05
      2225.40      0.99985985   1.7311384e-05
      2225.50      0.99985986   1.7308501e-05
      2225.60      0.99985987   1.7305620e-05
      2225.70      0.99985988   1.7302910e-05
      2225.80      0.99985989   1.7299864e-05
      2225.90      0.99985991   1.7297156e-05
      2226.00      0.99985992   1.7294276e-05
      2226.10      0.99985993   1.7291396e-05
      2226.20      0.99985994   1.7288524e-05
      2226.30      0.99985996   1.7285811e-05
      2226.40      0.99985997   1.7282939e-05
      2226.50      0.99985998   1.7280061e-05
      2226.60      0.99985999   1.7277349e-05
      2226.70      0.99986000   1.7274479e-05
      2226.80      0.99986002   1.7271603e-05
      2226.90      0.99986003   1.7268734e-05
      2227.00      0.99986004   1.7265858e-05
      2227.10      0.99986005   1.7263148e-05
      2227.20      0.99986006   1.7260280e-05
      2227.30      0.99986008   1.7257406e-05
      2227.40      0.99986009   1.7254704e-05
      2227.50      0.99986010   1.7251831e-05
      2227.60      0.99986011   1.7248958e-05
      2227.70      0.99986013   1.7246092e-05
      2227.80      0.99986014   1.7243220e-05
      2227.90      0.99986015   1.7240520e-05
      2228.00      0.99986016   1.7237649e-05
      2228.10      0.99986017   1.7234779e-05
      2228.20      0.99986019   1.7232080e-05
      2228.30      0.99986020   1.7229045e-05
      2228.40      0.99986021   1.7226348e-05
      2228.50      0.99986022   1.7223479e-05
      2228.60      0.99986023   1.7220610e-05
      2228.70      0.99986025   1.7217914e-05
